time_s,position_m,velocity_m_per_s,acceleration_m_per_s2,
0.510000,0.656625,2.550000,5.000000,
0.515000,0.669500,2.575000,5.000000,
0.520000,0.682500,2.600000,5.000000,
0.525000,0.695625,2.625000,5.000000,
0.530000,0.708875,2.650000,5.000000,
0.535000,0.722250,2.675000,5.000000,
0.540000,0.735750,2.700000,5.000000,
0.545000,0.749375,2.725000,5.000000,
0.550000,0.763125,2.750000,5.000000,
0.555000,0.777000,2.775000,5.000000,
0.560000,0.791000,2.800000,5.000000,
0.565000,0.805125,2.825000,5.000000,
0.570000,0.819375,2.850000,5.000000,
0.575000,0.833750,2.875000,5.000000,
0.580000,0.848250,2.900000,5.000000,
0.585000,0.862875,2.925000,5.000000,
0.590000,0.877625,2.950000,5.000000,
0.595000,0.892500,2.975000,5.000000,
0.600000,0.907500,3.000000,5.000000,
0.605000,0.922625,3.025000,5.000000,
0.610000,0.937875,3.050000,5.000000,
0.615000,0.953250,3.075000,5.000000,
0.620000,0.968750,3.100000,5.000000,
0.625000,0.984375,3.125000,5.000000,
0.630000,1.000125,3.150000,5.000000,
0.635000,1.016000,3.175000,5.000000,
0.640000,1.032000,3.200000,5.000000,
0.645000,1.048125,3.225000,5.000000,
0.650000,1.064375,3.250000,5.000000,
0.655000,1.080750,3.275000,5.000000,
0.660000,1.097250,3.300000,5.000000,
0.665000,1.113875,3.325000,5.000000,
0.670000,1.130625,3.350000,5.000000,
0.675000,1.147500,3.375000,5.000000,
0.680000,1.164500,3.400000,5.000000,
0.685000,1.181625,3.425000,5.000000,
0.690000,1.198875,3.450000,5.000000,
0.695000,1.216250,3.475000,5.000000,
0.700000,1.233750,3.500000,5.000000,
0.705000,1.251375,3.525000,5.000000,
0.710000,1.269125,3.550000,5.000000,
0.715000,1.287000,3.575000,5.000000,
0.720000,1.305000,3.600000,5.000000,
0.725000,1.323125,3.625000,5.000000,
0.730000,1.341375,3.650000,5.000000,
0.735000,1.359750,3.675000,5.000000,
0.740000,1.378250,3.700000,5.000000,
0.745000,1.396875,3.725000,5.000000,
0.750000,1.415625,3.750000,5.000000,
0.755000,1.434500,3.775000,5.000000,
0.760000,1.453500,3.800000,5.000000,
0.765000,1.472625,3.825000,5.000000,
0.770000,1.491875,3.850000,5.000000,
0.775000,1.511250,3.875000,5.000000,
0.780000,1.530750,3.900000,5.000000,
0.785000,1.550375,3.925000,5.000000,
0.790000,1.570125,3.950000,5.000000,
0.795000,1.590000,3.975000,5.000000,
0.800000,1.610000,4.000000,5.000000,
0.805000,1.630125,4.025000,5.000000,
0.810000,1.650375,4.050000,5.000000,
0.815000,1.670750,4.075000,5.000000,
0.820000,1.691250,4.100000,5.000000,
0.825000,1.711875,4.125000,5.000000,
0.830000,1.732625,4.150000,5.000000,
0.835000,1.753500,4.175000,5.000000,
0.840000,1.774500,4.200000,5.000000,
0.845000,1.795625,4.225000,5.000000,
0.850000,1.816875,4.250000,5.000000,
0.855000,1.838250,4.275000,5.000000,
0.860000,1.859750,4.300000,5.000000,
0.865000,1.881375,4.325000,5.000000,
0.870000,1.903125,4.350000,5.000000,
0.875000,1.925000,4.375000,5.000000,
0.880000,1.947000,4.400000,5.000000,
0.885000,1.969125,4.425000,5.000000,
0.890000,1.991375,4.450000,5.000000,
0.895000,2.013750,4.475000,5.000000,
0.900000,2.036250,4.500000,5.000000,
0.905000,2.058875,4.525000,5.000000,
0.910000,2.081625,4.550000,5.000000,
0.915000,2.104500,4.575000,5.000000,
0.920000,2.127500,4.600000,5.000000,
0.925000,2.150625,4.625000,5.000000,
0.930000,2.173875,4.650000,5.000000,
0.935000,2.197250,4.675000,5.000000,
0.940000,2.220750,4.700000,5.000000,
0.945000,2.244375,4.725000,5.000000,
0.950000,2.268125,4.750000,5.000000,
0.955000,2.292000,4.775000,5.000000,
0.960000,2.316000,4.800000,5.000000,
0.965000,2.340125,4.825000,5.000000,
0.970000,2.364375,4.850000,5.000000,
0.975000,2.388750,4.875000,5.000000,
0.980000,2.413250,4.900000,5.000000,
0.985000,2.437875,4.925000,5.000000,
0.990000,2.462625,4.950000,5.000000,
0.995000,2.487500,4.975000,5.000000,
1.000000,2.512500,5.000000,5.000000,
1.005000,2.537625,5.025000,5.000000,
1.010000,2.562875,5.050000,5.000000,
1.015000,2.588250,5.075000,5.000000,
1.020000,2.613750,5.100000,5.000000,
1.025000,2.639375,5.125000,5.000000,
1.030000,2.665125,5.150000,5.000000,
1.035000,2.691000,5.175000,5.000000,
1.040000,2.717000,5.200000,5.000000,
1.045000,2.743125,5.225000,5.000000,
1.050000,2.769375,5.250000,5.000000,
1.055000,2.795750,5.275000,5.000000,
1.060000,2.822250,5.300000,5.000000,
1.065000,2.848875,5.325000,5.000000,
1.070000,2.875625,5.350000,5.000000,
1.075000,2.902500,5.375000,5.000000,
1.080000,2.929500,5.400000,5.000000,
1.085000,2.956625,5.425000,5.000000,
1.090000,2.983875,5.450000,5.000000,
1.095000,3.011250,5.475000,5.000000,
1.100000,3.038750,5.500000,5.000000,
1.105000,3.066375,5.525000,5.000000,
1.110000,3.094125,5.550000,5.000000,
1.115000,3.122000,5.575000,5.000000,
1.120000,3.150000,5.600000,5.000000,
1.125000,3.178125,5.625000,5.000000,
1.130000,3.206375,5.650000,5.000000,
1.135000,3.234750,5.675000,5.000000,
1.140000,3.263250,5.700000,5.000000,
1.145000,3.291875,5.725000,5.000000,
1.150000,3.320625,5.750000,5.000000,
1.155000,3.349500,5.775000,5.000000,
1.160000,3.378500,5.800000,5.000000,
1.165000,3.407625,5.825000,5.000000,
1.170000,3.436875,5.850000,5.000000,
1.175000,3.466250,5.875000,5.000000,
1.180000,3.495750,5.900000,5.000000,
1.185000,3.525375,5.925000,5.000000,
1.190000,3.555125,5.950000,5.000000,
1.195000,3.585000,5.975000,5.000000,
1.200000,3.615000,6.000000,5.000000,
1.205000,3.645125,6.025000,5.000000,
1.210000,3.675375,6.050000,5.000000,
1.215000,3.705750,6.075000,5.000000,
1.220000,3.736250,6.100000,5.000000,
1.225000,3.766875,6.125000,5.000000,
1.230000,3.797625,6.150000,5.000000,
1.235000,3.828500,6.175000,5.000000,
1.240000,3.859500,6.200000,5.000000,
1.245000,3.890625,6.225000,5.000000,
1.250000,3.921875,6.250000,5.000000,
1.255000,3.953250,6.275000,5.000000,
1.260000,3.984750,6.300000,5.000000,
1.265000,4.016375,6.325000,5.000000,
1.270000,4.048125,6.350000,5.000000,
1.275000,4.080000,6.375000,5.000000,
1.280000,4.112000,6.400000,5.000000,
1.285000,4.144125,6.425000,5.000000,
1.290000,4.176375,6.450000,5.000000,
1.295000,4.208750,6.475000,5.000000,
1.300000,4.241250,6.500000,5.000000,
1.305000,4.273875,6.525000,5.000000,
1.310000,4.306625,6.550000,5.000000,
1.315000,4.339500,6.575000,5.000000,
1.320000,4.372500,6.600000,5.000000,
1.325000,4.405625,6.625000,5.000000,
1.330000,4.438875,6.650000,5.000000,
1.335000,4.472250,6.675000,5.000000,
1.340000,4.505750,6.700000,5.000000,
1.345000,4.539375,6.725000,5.000000,
1.350000,4.573125,6.750000,5.000000,
1.355000,4.607000,6.775000,5.000000,
1.360000,4.641000,6.800000,5.000000,
1.365000,4.675125,6.825000,5.000000,
1.370000,4.709375,6.850000,5.000000,
1.375000,4.743750,6.875000,5.000000,
1.380000,4.778250,6.900000,5.000000,
1.385000,4.812875,6.925000,5.000000,
1.390000,4.847625,6.950000,5.000000,
1.395000,4.882500,6.975000,5.000000,
1.400000,4.917500,7.000000,5.000000,
1.405000,4.952625,7.025000,5.000000,
1.410000,4.987875,7.050000,5.000000,
1.415000,5.023250,7.075000,5.000000,
1.420000,5.058750,7.100000,5.000000,
1.425000,5.094375,7.125000,5.000000,
1.430000,5.130125,7.150000,5.000000,
1.435000,5.166000,7.175000,5.000000,
1.440000,5.202000,7.200000,5.000000,
1.445000,5.238125,7.225000,5.000000,
1.450000,5.274375,7.250000,5.000000,
1.455000,5.310750,7.275000,5.000000,
1.460000,5.347250,7.300000,5.000000,
1.465000,5.383875,7.325000,5.000000,
1.470000,5.420625,7.350000,5.000000,
1.475000,5.457500,7.375000,5.000000,
1.480000,5.494500,7.400000,5.000000,
1.485000,5.531625,7.425000,5.000000,
1.490000,5.568875,7.450000,5.000000,
1.495000,5.606250,7.475000,5.000000,
1.500000,5.643750,7.500000,5.000000,
1.505000,5.681375,7.525000,5.000000,
1.510000,5.719125,7.550000,5.000000,
1.515000,5.757000,7.575000,5.000000,
1.520000,5.795000,7.600000,5.000000,
1.525000,5.833125,7.625000,5.000000,
1.530000,5.871375,7.650000,5.000000,
1.535000,5.909750,7.675000,5.000000,
1.540000,5.948250,7.700000,5.000000,
1.545000,5.986875,7.725000,5.000000,
1.550000,6.025625,7.750000,5.000000,
1.555000,6.064500,7.775000,5.000000,
1.560000,6.103500,7.800000,5.000000,
1.565000,6.142625,7.825000,5.000000,
1.570000,6.181875,7.850000,5.000000,
1.575000,6.221250,7.875000,5.000000,
1.580000,6.260750,7.900000,5.000000,
1.585000,6.300375,7.925000,5.000000,
1.590000,6.340125,7.950000,5.000000,
1.595000,6.380000,7.975000,5.000000,
1.600000,6.420000,8.000000,5.000000,
1.605000,6.460125,8.025000,5.000000,
1.610000,6.500375,8.050000,5.000000,
1.615000,6.540750,8.075000,5.000000,
1.620000,6.581250,8.100000,5.000000,
1.625000,6.621875,8.125000,5.000000,
1.630000,6.662625,8.150000,5.000000,
1.635000,6.703500,8.175000,5.000000,
1.640000,6.744500,8.200000,5.000000,
1.645000,6.785625,8.225000,5.000000,
1.650000,6.826875,8.250000,5.000000,
1.655000,6.868250,8.275000,5.000000,
1.660000,6.909750,8.300000,5.000000,
1.665000,6.951375,8.325000,5.000000,
1.670000,6.993125,8.350000,5.000000,
1.675000,7.035000,8.375000,5.000000,
1.680000,7.077000,8.400000,5.000000,
1.685000,7.119125,8.425000,5.000000,
1.690000,7.161375,8.450000,5.000000,
1.695000,7.203750,8.475000,5.000000,
1.700000,7.246250,8.500000,5.000000,
1.705000,7.288875,8.525000,5.000000,
1.710000,7.331625,8.550000,5.000000,
1.715000,7.374500,8.575000,5.000000,
1.720000,7.417500,8.600000,5.000000,
1.725000,7.460625,8.625000,5.000000,
1.730000,7.503875,8.650000,5.000000,
1.735000,7.547250,8.675000,5.000000,
1.740000,7.590750,8.700000,5.000000,
1.745000,7.634375,8.725000,5.000000,
1.750000,7.678125,8.750000,5.000000,
1.755000,7.722000,8.775000,5.000000,
1.760000,7.766000,8.800000,5.000000,
1.765000,7.810125,8.825000,5.000000,
1.770000,7.854375,8.850000,5.000000,
1.775000,7.898750,8.875000,5.000000,
1.780000,7.943250,8.900000,5.000000,
1.785000,7.987875,8.925000,5.000000,
1.790000,8.032625,8.950000,5.000000,
1.795000,8.077500,8.975000,5.000000,
1.800000,8.122500,9.000000,5.000000,
1.805000,8.167625,9.025000,5.000000,
1.810000,8.212875,9.050000,5.000000,
1.815000,8.258250,9.075000,5.000000,
1.820000,8.303750,9.100000,5.000000,
1.825000,8.349375,9.125000,5.000000,
1.830000,8.395125,9.150000,5.000000,
1.835000,8.441000,9.175000,5.000000,
1.840000,8.487000,9.200000,5.000000,
1.845000,8.533125,9.225000,5.000000,
1.850000,8.579375,9.250000,5.000000,
1.855000,8.625750,9.275000,5.000000,
1.860000,8.672250,9.300000,5.000000,
1.865000,8.718875,9.325000,5.000000,
1.870000,8.765625,9.350000,5.000000,
1.875000,8.812500,9.375000,5.000000,
1.880000,8.859500,9.400000,5.000000,
1.885000,8.906625,9.425000,5.000000,
1.890000,8.953875,9.450000,5.000000,
1.895000,9.001250,9.475000,5.000000,
1.900000,9.048750,9.500000,5.000000,
1.905000,9.096375,9.525000,5.000000,
1.910000,9.144125,9.550000,5.000000,
1.915000,9.192000,9.575000,5.000000,
1.920000,9.240000,9.600000,5.000000,
1.925000,9.288125,9.625000,5.000000,
1.930000,9.336375,9.650000,5.000000,
1.935000,9.384750,9.675000,5.000000,
1.940000,9.433250,9.700000,5.000000,
1.945000,9.481875,9.725000,5.000000,
1.950000,9.530625,9.750000,5.000000,
1.955000,9.579500,9.775000,5.000000,
1.960000,9.628500,9.800000,5.000000,
1.965000,9.677625,9.825000,5.000000,
1.970000,9.726875,9.850000,5.000000,
1.975000,9.776250,9.875000,5.000000,
1.980000,9.825750,9.900000,5.000000,
1.985000,9.875375,9.925000,5.000000,
1.990000,9.925125,9.950000,5.000000,
1.995000,9.975000,9.975000,5.000000,
2.000000,10.025000,10.000000,5.000000,
2.005000,10.075125,10.025000,5.000000,
2.010000,10.125375,10.050000,5.000000,
2.015000,10.175750,10.075000,5.000000,
2.020000,10.226250,10.100000,5.000000,
2.025000,10.276875,10.125000,5.000000,
2.030000,10.327625,10.150000,5.000000,
2.035000,10.378500,10.175000,5.000000,
2.040000,10.429500,10.200000,5.000000,
2.045000,10.480625,10.225000,5.000000,
2.050000,10.531875,10.250000,5.000000,
2.055000,10.583250,10.275000,5.000000,
2.060000,10.634750,10.300000,5.000000,
2.065000,10.686375,10.325000,5.000000,
2.070000,10.738125,10.350000,5.000000,
2.075000,10.790000,10.375000,5.000000,
2.080000,10.842000,10.400000,5.000000,
2.085000,10.894125,10.425000,5.000000,
2.090000,10.946375,10.450000,5.000000,
2.095000,10.998750,10.475000,5.000000,
2.100000,11.051250,10.500000,5.000000,
2.105000,11.103875,10.525000,5.000000,
2.110000,11.156625,10.550000,5.000000,
2.115000,11.209500,10.575000,5.000000,
2.120000,11.262500,10.600000,5.000000,
2.125000,11.315625,10.625000,5.000000,
2.130000,11.368875,10.650000,5.000000,
2.135000,11.422250,10.675000,5.000000,
2.140000,11.475750,10.700000,5.000000,
2.145000,11.529375,10.725000,5.000000,
2.150000,11.583125,10.750000,5.000000,
2.155000,11.637000,10.775000,5.000000,
2.160000,11.691000,10.800000,5.000000,
2.165000,11.745125,10.825000,5.000000,
2.170000,11.799375,10.850000,5.000000,
2.175000,11.853750,10.875000,5.000000,
2.180000,11.908250,10.900000,5.000000,
2.185000,11.962875,10.925000,5.000000,
2.190000,12.017625,10.950000,5.000000,
2.195000,12.072500,10.975000,5.000000,
2.200000,12.127500,11.000000,5.000000,
2.205000,12.182625,11.025000,5.000000,
2.210000,12.237875,11.050000,5.000000,
2.215000,12.293250,11.075000,5.000000,
2.220000,12.348750,11.100000,5.000000,
2.225000,12.404375,11.125000,5.000000,
2.230000,12.460125,11.150000,5.000000,
2.235000,12.516000,11.175000,5.000000,
2.240000,12.572000,11.200000,5.000000,
2.245000,12.628125,11.225000,5.000000,
2.250000,12.684375,11.250000,5.000000,
2.255000,12.740750,11.275000,5.000000,
2.260000,12.797250,11.300000,5.000000,
2.265000,12.853875,11.325000,5.000000,
2.270000,12.910625,11.350000,5.000000,
2.275000,12.967500,11.375000,5.000000,
2.280000,13.024500,11.400000,5.000000,
2.285000,13.081625,11.425000,5.000000,
2.290000,13.138875,11.450000,5.000000,
2.295000,13.196250,11.475000,5.000000,
2.300000,13.253750,11.500000,5.000000,
2.305000,13.311375,11.525000,5.000000,
2.310000,13.369125,11.550000,5.000000,
2.315000,13.427000,11.575000,5.000000,
2.320000,13.485000,11.600000,5.000000,
2.325000,13.543125,11.625000,5.000000,
2.330000,13.601375,11.650000,5.000000,
2.335000,13.659750,11.675000,5.000000,
2.340000,13.718250,11.700000,5.000000,
2.345000,13.776875,11.725000,5.000000,
2.350000,13.835625,11.750000,5.000000,
2.355000,13.894500,11.775000,5.000000,
2.360000,13.953500,11.800000,5.000000,
2.365000,14.012625,11.825000,5.000000,
2.370000,14.071875,11.850000,5.000000,
2.375000,14.131250,11.875000,5.000000,
2.380000,14.190750,11.900000,5.000000,
2.385000,14.250375,11.925000,5.000000,
2.390000,14.310125,11.950000,5.000000,
2.395000,14.370000,11.975000,5.000000,
2.400000,14.430000,12.000000,5.000000,
2.405000,14.490125,12.025000,5.000000,
2.410000,14.550375,12.050000,5.000000,
2.415000,14.610750,12.075000,5.000000,
2.420000,14.671250,12.100000,5.000000,
2.425000,14.731875,12.125000,5.000000,
2.430000,14.792625,12.150000,5.000000,
2.435000,14.853500,12.175000,5.000000,
2.440000,14.914500,12.200000,5.000000,
2.445000,14.975625,12.225000,5.000000,
2.450000,15.036875,12.250000,5.000000,
2.455000,15.098250,12.275000,5.000000,
2.460000,15.159750,12.300000,5.000000,
2.465000,15.221375,12.325000,5.000000,
2.470000,15.283125,12.350000,5.000000,
2.475000,15.345000,12.375000,5.000000,
2.480000,15.407000,12.400000,5.000000,
2.485000,15.469125,12.425000,5.000000,
2.490000,15.531375,12.450000,5.000000,
2.495000,15.593750,12.475000,5.000000,
2.500000,15.656250,12.500000,5.000000,
2.505000,15.718875,12.525000,5.000000,
2.510000,15.781625,12.550000,5.000000,
2.515000,15.844500,12.575000,5.000000,
2.520000,15.907500,12.600000,5.000000,
2.525000,15.970625,12.625000,5.000000,
2.530000,16.033875,12.650000,5.000000,
2.535000,16.097250,12.675000,5.000000,
2.540000,16.160750,12.700000,5.000000,
2.545000,16.224375,12.725000,5.000000,
2.550000,16.288125,12.750000,5.000000,
2.555000,16.352000,12.775000,5.000000,
2.560000,16.416000,12.800000,5.000000,
2.565000,16.480125,12.825000,5.000000,
2.570000,16.544375,12.850000,5.000000,
2.575000,16.608750,12.875000,5.000000,
2.580000,16.673250,12.900000,5.000000,
2.585000,16.737875,12.925000,5.000000,
2.590000,16.802625,12.950000,5.000000,
2.595000,16.867500,12.975000,5.000000,
2.600000,16.932500,13.000000,5.000000,
2.605000,16.997625,13.025000,5.000000,
2.610000,17.062875,13.050000,5.000000,
2.615000,17.128250,13.075000,5.000000,
2.620000,17.193750,13.100000,5.000000,
2.625000,17.259375,13.125000,5.000000,
2.630000,17.325125,13.150000,5.000000,
2.635000,17.391000,13.175000,5.000000,
2.640000,17.457000,13.200000,5.000000,
2.645000,17.523125,13.225000,5.000000,
2.650000,17.589375,13.250000,5.000000,
2.655000,17.655750,13.275000,5.000000,
2.660000,17.722250,13.300000,5.000000,
2.665000,17.788875,13.325000,5.000000,
2.670000,17.855625,13.350000,5.000000,
2.675000,17.922500,13.375000,5.000000,
2.680000,17.989500,13.400000,5.000000,
2.685000,18.056625,13.425000,5.000000,
2.690000,18.123875,13.450000,5.000000,
2.695000,18.191250,13.475000,5.000000,
2.700000,18.258750,13.500000,5.000000,
2.705000,18.326375,13.525000,5.000000,
2.710000,18.394125,13.550000,5.000000,
2.715000,18.462000,13.575000,5.000000,
2.720000,18.530000,13.600000,5.000000,
2.725000,18.598125,13.625000,5.000000,
2.730000,18.666375,13.650000,5.000000,
2.735000,18.734750,13.675000,5.000000,
2.740000,18.803250,13.700000,5.000000,
2.745000,18.871875,13.725000,5.000000,
2.750000,18.940625,13.750000,5.000000,
2.755000,19.009500,13.775000,5.000000,
2.760000,19.078500,13.800000,5.000000,
2.765000,19.147625,13.825000,5.000000,
2.770000,19.216875,13.850000,5.000000,
2.775000,19.286250,13.875000,5.000000,
2.780000,19.355750,13.900000,5.000000,
2.785000,19.425375,13.925000,5.000000,
2.790000,19.495125,13.950000,5.000000,
2.795000,19.565000,13.975000,5.000000,
2.800000,19.635000,14.000000,5.000000,
2.805000,19.705125,14.025000,5.000000,
2.810000,19.775375,14.050000,5.000000,
2.815000,19.845750,14.075000,5.000000,
2.820000,19.916250,14.100000,5.000000,
2.825000,19.986875,14.125000,5.000000,
2.830000,20.057625,14.150000,5.000000,
2.835000,20.128500,14.175000,5.000000,
2.840000,20.199500,14.200000,5.000000,
2.845000,20.270625,14.225000,5.000000,
2.850000,20.341875,14.250000,5.000000,
2.855000,20.413250,14.275000,5.000000,
2.860000,20.484750,14.300000,5.000000,
2.865000,20.556375,14.325000,5.000000,
2.870000,20.628125,14.350000,5.000000,
2.875000,20.700000,14.375000,5.000000,
2.880000,20.772000,14.400000,5.000000,
2.885000,20.844125,14.425000,5.000000,
2.890000,20.916375,14.450000,5.000000,
2.895000,20.988750,14.475000,5.000000,
2.900000,21.061250,14.500000,5.000000,
2.905000,21.133875,14.525000,5.000000,
2.910000,21.206625,14.550000,5.000000,
2.915000,21.279500,14.575000,5.000000,
2.920000,21.352500,14.600000,5.000000,
2.925000,21.425625,14.625000,5.000000,
2.930000,21.498875,14.650000,5.000000,
2.935000,21.572250,14.675000,5.000000,
2.940000,21.645750,14.700000,5.000000,
2.945000,21.719375,14.725000,5.000000,
2.950000,21.793125,14.750000,5.000000,
2.955000,21.867000,14.775000,5.000000,
2.960000,21.941000,14.800000,5.000000,
2.965000,22.015125,14.825000,5.000000,
2.970000,22.089375,14.850000,5.000000,
2.975000,22.163750,14.875000,5.000000,
2.980000,22.238250,14.900000,5.000000,
2.985000,22.312875,14.925000,5.000000,
2.990000,22.387625,14.950000,5.000000,
2.995000,22.462500,14.975000,5.000000,
3.000000,22.537500,15.000000,5.000000,
3.005000,22.612625,15.025000,5.000000,
3.010000,22.687875,15.050000,5.000000,
3.015000,22.763250,15.075000,5.000000,
3.020000,22.838750,15.100000,5.000000,
3.025000,22.914375,15.125000,5.000000,
3.030000,22.990125,15.150000,5.000000,
3.035000,23.066000,15.175000,5.000000,
3.040000,23.142000,15.200000,5.000000,
3.045000,23.218125,15.225000,5.000000,
3.050000,23.294375,15.250000,5.000000,
3.055000,23.370750,15.275000,5.000000,
3.060000,23.447250,15.300000,5.000000,
3.065000,23.523875,15.325000,5.000000,
3.070000,23.600625,15.350000,5.000000,
3.075000,23.677500,15.375000,5.000000,
3.080000,23.754500,15.400000,5.000000,
3.085000,23.831625,15.425000,5.000000,
3.090000,23.908875,15.450000,5.000000,
3.095000,23.986250,15.475000,5.000000,
3.100000,24.063750,15.500000,5.000000,
3.105000,24.141375,15.525000,5.000000,
3.110000,24.219125,15.550000,5.000000,
3.115000,24.297000,15.575000,5.000000,
3.120000,24.375000,15.600000,5.000000,
3.125000,24.453125,15.625000,5.000000,
3.130000,24.531375,15.650000,5.000000,
3.135000,24.609750,15.675000,5.000000,
3.140000,24.688250,15.700000,5.000000,
3.145000,24.766875,15.725000,5.000000,
3.150000,24.845625,15.750000,5.000000,
3.155000,24.924500,15.775000,5.000000,
3.160000,25.003500,15.800000,5.000000,
3.165000,25.082625,15.825000,5.000000,
3.170000,25.161875,15.850000,5.000000,
3.175000,25.241250,15.875000,5.000000,
3.180000,25.320750,15.900000,5.000000,
3.185000,25.400375,15.925000,5.000000,
3.190000,25.480125,15.950000,5.000000,
3.195000,25.560000,15.975000,5.000000,
3.200000,25.640000,16.000000,5.000000,
3.205000,25.720125,16.025000,5.000000,
3.210000,25.800375,16.050000,5.000000,
3.215000,25.880750,16.075000,5.000000,
3.220000,25.961250,16.100000,5.000000,
3.225000,26.041875,16.125000,5.000000,
3.230000,26.122625,16.150000,5.000000,
3.235000,26.203500,16.175000,5.000000,
3.240000,26.284500,16.200000,5.000000,
3.245000,26.365625,16.225000,5.000000,
3.250000,26.446875,16.250000,5.000000,
3.255000,26.528250,16.275000,5.000000,
3.260000,26.609750,16.300000,5.000000,
3.265000,26.691375,16.325000,5.000000,
3.270000,26.773125,16.350000,5.000000,
3.275000,26.855000,16.375000,5.000000,
3.280000,26.937000,16.400000,5.000000,
3.285000,27.019125,16.425000,5.000000,
3.290000,27.101375,16.450000,5.000000,
3.295000,27.183750,16.475000,5.000000,
3.300000,27.266250,16.500000,5.000000,
3.305000,27.348875,16.525000,5.000000,
3.310000,27.431625,16.550000,5.000000,
